C.O.;Desc. C.O.;REF_Combinada;Nro documento;Fecha;Cantidad inv.;Suma de Vlr_Bruto;Suma de Vlr_Subtotal
104;PUNTO DE VENTA CALLE 134;XC0032:00005:;FVP-00011825;1/03/2021;1;1054971;754891
104;PUNTO DE VENTA CALLE 134;D00985:00069:00069;FVP-00011826;2/03/2021;1;1470810;671530
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011826;2/03/2021;2;790151;481210
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011827;2/03/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;XC0040:00040:;FVP-00011827;2/03/2021;1;267976;163294
104;PUNTO DE VENTA CALLE 134;D00985:00069:00069;FVP-00011831;2/03/2021;1;1470810;671530
104;PUNTO DE VENTA CALLE 134;XA0413:00026:;FVP-00011833;2/03/2021;1;558790;340101
104;PUNTO DE VENTA CALLE 134;D00047:00118:00118;FVP-00011834;2/03/2021;1;1168403;584202
104;PUNTO DE VENTA CALLE 134;XC0093-1::;FVP-00011836;3/03/2021;1;1619241;986151
104;PUNTO DE VENTA CALLE 134;XC0031:00001:;FVP-00011837;3/03/2021;1;970674;591530
104;PUNTO DE VENTA CALLE 134;XC0040:00040:;FVP-00011840;3/03/2021;1;267976;163294
104;PUNTO DE VENTA CALLE 134;D00545:00195:00195;FVP-00011842;4/03/2021;1;1618036;738756
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011843;4/03/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;XA0642:00066:;FVP-00011844;4/03/2021;1;2308163;1154082
104;PUNTO DE VENTA CALLE 134;XC0119:00011:;FVP-00011849;5/03/2021;1;1292061;660755
104;PUNTO DE VENTA CALLE 134;XA0736:00189:;FVP-00011850;5/03/2021;1;735068;525647
104;PUNTO DE VENTA CALLE 134;BR0029:00197:;FVP-00011851;5/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;D00043:00134:00134;FVP-00011858;7/03/2021;1;159731;79866
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00011862;8/03/2021;1;1679328;839664
104;PUNTO DE VENTA CALLE 134;D00935:00133:00133;FVP-00011863;8/03/2021;1;661062;301782
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011864;8/03/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;XC0023:00061:;FVP-00011867;8/03/2021;1;276718;153882
104;PUNTO DE VENTA CALLE 134;BR0026:00001:;FVP-00011868;8/03/2021;1;249578;151866
104;PUNTO DE VENTA CALLE 134;XC0032:00005:;FVP-00011869;8/03/2021;1;1054971;754891
104;PUNTO DE VENTA CALLE 134;XC0127::;FVP-00011872;9/03/2021;1;1620362;987496
104;PUNTO DE VENTA CALLE 134;XC0113::;FVP-00011876;9/03/2021;1;237846;182790
104;PUNTO DE VENTA CALLE 134;XC0099:00046:;FVP-00011877;9/03/2021;1;1030441;470521
104;PUNTO DE VENTA CALLE 134;D05307:00068:00068;FVP-00011878;9/03/2021;1;3897816;1948908
104;PUNTO DE VENTA CALLE 134;BR0030:00200:;FVP-00011880;9/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;XA0161:00005:;FVP-00011880;9/03/2021;4;418611;319731
104;PUNTO DE VENTA CALLE 134;XC0154::;FVP-00011880;9/03/2021;1;237154;144470
104;PUNTO DE VENTA CALLE 134;XC0155::;FVP-00011880;9/03/2021;1;275760;168000
104;PUNTO DE VENTA CALLE 134;D00533:00132:00132;FVP-00011881;9/03/2021;1;1467477;894050
104;PUNTO DE VENTA CALLE 134;XA0248:00005:;FVP-00011882;9/03/2021;1;1343502;604576
104;PUNTO DE VENTA CALLE 134;D00538:00184:00184;FVP-00011883;9/03/2021;1;1918387;959194
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011883;9/03/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;XA0673:00001:;FVP-00011884;10/03/2021;1;1616576;738016
104;PUNTO DE VENTA CALLE 134;XA0534:00040:;FVP-00011885;10/03/2021;1;1534580;1182454
104;PUNTO DE VENTA CALLE 134;BR0031:00198:;FVP-00011886;10/03/2021;1;628710;383126
104;PUNTO DE VENTA CALLE 134;XA0695:00012:;FVP-00011889;11/03/2021;1;1029129;469849
104;PUNTO DE VENTA CALLE 134;D00527:00120:00120;FVP-00011890;11/03/2021;1;2648432;1208672
104;PUNTO DE VENTA CALLE 134;D01291:00396:00396;FVP-00011893;12/03/2021;1;564411;366867
104;PUNTO DE VENTA CALLE 134;XC0162::;FVP-00011893;12/03/2021;1;304439;185479
104;PUNTO DE VENTA CALLE 134;BR0005:00193:;FVP-00011894;12/03/2021;1;505512;307832
104;PUNTO DE VENTA CALLE 134;D00051:00185:00185;FVP-00011896;12/03/2021;1;1423495;649345
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00011897;12/03/2021;1;1679328;839664
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011897;12/03/2021;2;790151;481210
104;PUNTO DE VENTA CALLE 134;XZ0905:00005:;FVP-00011897;12/03/2021;1;621486;310742
104;PUNTO DE VENTA CALLE 134;XC0128::;FVP-00011901;15/03/2021;1;1517362;768336
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00011902;15/03/2021;1;1838877;839597
104;PUNTO DE VENTA CALLE 134;XC0099:00046:;FVP-00011902;15/03/2021;1;1030441;470521
104;PUNTO DE VENTA CALLE 134;D00546:00185:00185;FVP-00011903;15/03/2021;2;1100857;670790
104;PUNTO DE VENTA CALLE 134;XA0746:00023:;FVP-00011904;15/03/2021;1;767834;460393
104;PUNTO DE VENTA CALLE 134;XA0679-1:00109:;FVP-00011905;15/03/2021;1;930735;566655
104;PUNTO DE VENTA CALLE 134;XA0187:00005:;FVP-00011906;15/03/2021;1;1079759;492706
104;PUNTO DE VENTA CALLE 134;XA0189:00001:;FVP-00011906;15/03/2021;1;1079759;492706
104;PUNTO DE VENTA CALLE 134;XA0189:00001:;FVP-00011906;15/03/2021;2;2159519;985412
104;PUNTO DE VENTA CALLE 134;XZ0737:00001:;FVP-00011906;15/03/2021;1;1359198;828168
104;PUNTO DE VENTA CALLE 134;XC0046::;FVP-00011907;15/03/2021;1;1138604;814722
104;PUNTO DE VENTA CALLE 134;D05307:00061:00061;FVP-00011907;15/03/2021;1;4268120;1948840
104;PUNTO DE VENTA CALLE 134;XA0736:00189:;FVP-00011908;15/03/2021;1;735068;525647
104;PUNTO DE VENTA CALLE 134;XC0054:00049:;FVP-00011908;15/03/2021;4;860373;524101
104;PUNTO DE VENTA CALLE 134;XA0746:00023:;FVP-00011909;16/03/2021;1;797091;460431
104;PUNTO DE VENTA CALLE 134;XA0744-1:00011:;FVP-00011910;16/03/2021;1;1008174;554495
104;PUNTO DE VENTA CALLE 134;XA0745:00011:;FVP-00011910;16/03/2021;4;1298976;714437
104;PUNTO DE VENTA CALLE 134;BR0030:00200:;FVP-00011911;16/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;XC0160::;FVP-00011912;16/03/2021;1;352972;215058
104;PUNTO DE VENTA CALLE 134;XC0032:00005:;FVP-00011914;17/03/2021;1;1054971;754891
104;PUNTO DE VENTA CALLE 134;XA0368:00019:;FVP-00011915;17/03/2021;1;1017634;635256
104;PUNTO DE VENTA CALLE 134;XC0024:00061:;FVP-00011916;17/03/2021;2;420714;420714
104;PUNTO DE VENTA CALLE 134;D00915:00187:00187;FVP-00011918;17/03/2021;1;1618036;738756
104;PUNTO DE VENTA CALLE 134;XA0347:00009:;FVP-00011919;18/03/2021;1;2828075;2024134
104;PUNTO DE VENTA CALLE 134;D00904:00125:00125;FVP-00011920;18/03/2021;1;660732;402622
104;PUNTO DE VENTA CALLE 134;D00915:00187:00187;FVP-00011920;18/03/2021;1;1618036;738756
104;PUNTO DE VENTA CALLE 134;XA0535:00065:;FVP-00011920;18/03/2021;1;372807;226487
104;PUNTO DE VENTA CALLE 134;XA0758:00029:;FVP-00011922;19/03/2021;2;294159;134319
104;PUNTO DE VENTA CALLE 134;XC0065:00009:;FVP-00011924;20/03/2021;1;215694;131025
104;PUNTO DE VENTA CALLE 134;XC0107::;FVP-00011927;20/03/2021;1;164718;117580
104;PUNTO DE VENTA CALLE 134;D00529:00194:00194;FVP-00011929;20/03/2021;1;1262521;568134
104;PUNTO DE VENTA CALLE 134;XC0109::;FVP-00011931;21/03/2021;1;85729;61109
104;PUNTO DE VENTA CALLE 134;XC0154::;FVP-00011931;21/03/2021;1;237154;144470
104;PUNTO DE VENTA CALLE 134;XC0111::;FVP-00011933;21/03/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;XC0037:00096:;FVP-00011934;22/03/2021;1;1009647;615058
104;PUNTO DE VENTA CALLE 134;XA0541:00026:;FVP-00011935;22/03/2021;1;649702;395899
104;PUNTO DE VENTA CALLE 134;XZ0506:00001:;FVP-00011935;22/03/2021;6;962730;584470
104;PUNTO DE VENTA CALLE 134;BR0029:00197:;FVP-00011936;22/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00011936;22/03/2021;1;1838877;839597
104;PUNTO DE VENTA CALLE 134;XA0161:00005:;FVP-00011937;22/03/2021;2;429852;260572
104;PUNTO DE VENTA CALLE 134;XZ0249:00001:;FVP-00011937;22/03/2021;2;350130;212302
104;PUNTO DE VENTA CALLE 134;XZ0897:00044:;FVP-00011937;22/03/2021;1;1160663;707159
104;PUNTO DE VENTA CALLE 134;XC0155::;FVP-00011938;22/03/2021;1;275760;168000
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00011941;23/03/2021;1;1679328;839664
104;PUNTO DE VENTA CALLE 134;D00544:00061:00061;FVP-00011942;23/03/2021;2;2794392;1275832
104;PUNTO DE VENTA CALLE 134;XA0818:00051:;FVP-00011942;23/03/2021;1;317151;192874
104;PUNTO DE VENTA CALLE 134;D00546:00188:00188;FVP-00011943;23/03/2021;1;550429;335395
104;PUNTO DE VENTA CALLE 134;D00515:00061:00061;FVP-00011944;23/03/2021;1;2798400;1399120
104;PUNTO DE VENTA CALLE 134;D00986:00069:00069;FVP-00011947;24/03/2021;1;1249969;570689
104;PUNTO DE VENTA CALLE 134;BR0031:00198:;FVP-00011948;24/03/2021;1;628710;383126
104;PUNTO DE VENTA CALLE 134;D00914:00187:00187;FVP-00011949;24/03/2021;1;1456086;664806
104;PUNTO DE VENTA CALLE 134;D00935:00133:00133;FVP-00011949;24/03/2021;1;661062;301782
104;PUNTO DE VENTA CALLE 134;XA0393:00009:;FVP-00011953;24/03/2021;4;1089279;661244
104;PUNTO DE VENTA CALLE 134;XA0401:00026:;FVP-00011953;24/03/2021;1;682781;416067
104;PUNTO DE VENTA CALLE 134;D00547:00197:00197;FVP-00011954;24/03/2021;1;1102063;670925
104;PUNTO DE VENTA CALLE 134;D00548:00197:00197;FVP-00011954;24/03/2021;1;1212251;738756
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011954;24/03/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;BR0031:00198:;FVP-00011955;24/03/2021;1;628710;383126
104;PUNTO DE VENTA CALLE 134;D00547:00197:00197;FVP-00011955;24/03/2021;1;1102063;670925
104;PUNTO DE VENTA CALLE 134;XC0079::;FVP-00011956;24/03/2021;1;1711562;708504
104;PUNTO DE VENTA CALLE 134;XA0740:00046:;FVP-00011957;24/03/2021;1;370412;185206
104;PUNTO DE VENTA CALLE 134;XA0401:00026:;FVP-00011958;24/03/2021;1;640196;352108
104;PUNTO DE VENTA CALLE 134;XC0077::;FVP-00011959;24/03/2021;1;235799;111534
104;PUNTO DE VENTA CALLE 134;XA0393:00009:;FVP-00011960;24/03/2021;4;1089279;661244
104;PUNTO DE VENTA CALLE 134;D00547:00197:00197;FVP-00011962;25/03/2021;1;1096846;620069
104;PUNTO DE VENTA CALLE 134;XA0161:00005:;FVP-00011962;25/03/2021;6;641704;361230
104;PUNTO DE VENTA CALLE 134;XA0541:00026:;FVP-00011962;25/03/2021;1;646630;365890
104;PUNTO DE VENTA CALLE 134;D00548:00197:00197;FVP-00011963;25/03/2021;1;1206521;682758
104;PUNTO DE VENTA CALLE 134;BR0029:00197:;FVP-00011965;26/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;XC0087:00034:;FVP-00011966;26/03/2021;1;189259;132482
104;PUNTO DE VENTA CALLE 134;D00915:00187:00187;FVP-00011968;27/03/2021;1;1589973;591079
104;PUNTO DE VENTA CALLE 134;D00135:00034:;FVP-00011969;27/03/2021;1;473657;288336
104;PUNTO DE VENTA CALLE 134;XC0086:00062:;FVP-00011969;27/03/2021;1;430186;262118
104;PUNTO DE VENTA CALLE 134;XZ0841:00006:;FVP-00011969;27/03/2021;1;556871;338756
104;PUNTO DE VENTA CALLE 134;XC0111::;FVP-00011970;27/03/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;XC0024:00061:;FVP-00011971;27/03/2021;1;224408;136403
104;PUNTO DE VENTA CALLE 134;D00544:00061:00061;FVP-00011973;29/03/2021;1;1397196;637916
104;PUNTO DE VENTA CALLE 134;XC0025:00141:;FVP-00011974;29/03/2021;1;256864;155899
104;PUNTO DE VENTA CALLE 134;D00008:00120:00120;FVP-00011975;29/03/2021;1;353465;194406
104;PUNTO DE VENTA CALLE 134;XA0541:00026:;FVP-00011977;29/03/2021;1;649702;395899
104;PUNTO DE VENTA CALLE 134;XA0416:00040:;FVP-00011978;29/03/2021;1;1056422;756235
104;PUNTO DE VENTA CALLE 134;BR0030:00200:;FVP-00011979;29/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;XC0119:00011:;FVP-00011981;30/03/2021;1;1305887;795899
104;PUNTO DE VENTA CALLE 134;D00050:00185:00185;FVP-00011983;30/03/2021;1;2644158;1207260
104;PUNTO DE VENTA CALLE 134;XC0087:00034:;FVP-00011984;30/03/2021;1;189259;132482
104;PUNTO DE VENTA CALLE 134;XA0745:00011:;FVP-00011985;30/03/2021;6;1948466;1071656
104;PUNTO DE VENTA CALLE 134;XA0737:00005:;FVP-00011986;30/03/2021;1;711466;432874
104;PUNTO DE VENTA CALLE 134;D00008:00124:00124;FVP-00011988;31/03/2021;1;353465;194406
104;PUNTO DE VENTA CALLE 134;XZ0722:00005:;FVP-00011989;31/03/2021;1;364526;221782
104;PUNTO DE VENTA CALLE 134;XZ0904:00005:;FVP-00011989;31/03/2021;1;683117;416067
104;PUNTO DE VENTA CALLE 134;XC0027:00141:;FVP-00011990;31/03/2021;1;249286;151866
104;PUNTO DE VENTA CALLE 134;XA0393:00009:;FVP-00011991;31/03/2021;2;544639;330622
104;PUNTO DE VENTA CALLE 134;D00101:00130:00130;FVP-00011992;31/03/2021;1;344510;123630
104;PUNTO DE VENTA CALLE 134;BR0029:00197:;FVP-00011993;31/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;BR0029:00197:;FVP-00011994;31/03/2021;1;194492;118252
104;PUNTO DE VENTA CALLE 134;XC0154::;FVP-00011994;31/03/2021;1;237154;144470
104;PUNTO DE VENTA CALLE 134;XC0074:00046:;FVP-00011995;31/03/2021;2;436440;264739
104;PUNTO DE VENTA CALLE 134;XC0099:00046:;FVP-00011995;31/03/2021;1;1048323;376403
104;PUNTO DE VENTA CALLE 134;XC0107::;FVP-00011995;31/03/2021;1;164718;117580
104;PUNTO DE VENTA CALLE 134;D00544:00195:00195;FVP-00011996;31/03/2021;1;2794392;1275832
104;PUNTO DE VENTA CALLE 134;XC0126::;FVP-00011996;31/03/2021;1;1611648;982118
104;PUNTO DE VENTA CALLE 134;D00055:00157:;FVP-00011997;31/03/2021;1;703620;428168
104;PUNTO DE VENTA CALLE 134;XA0534:00040:;FVP-00011997;31/03/2021;1;1576731;960605
104;PUNTO DE VENTA CALLE 134;XA0541:00026:;FVP-00011998;31/03/2021;1;649702;395899
104;PUNTO DE VENTA CALLE 134;XA0392:00046:;FVP-00012000;1/04/2021;2;510469;280758
104;PUNTO DE VENTA CALLE 134;XA0736:00189:;FVP-00012000;1/04/2021;1;701631;456060
104;PUNTO DE VENTA CALLE 134;XC0095::;FVP-00012002;1/04/2021;1;3053265;1221306
104;PUNTO DE VENTA CALLE 134;BR0031:00198:;FVP-00012005;2/04/2021;1;589499;324225
104;PUNTO DE VENTA CALLE 134;XA0392:00046:;FVP-00012005;2/04/2021;1;255234;140379
104;PUNTO DE VENTA CALLE 134;XC0076::;FVP-00012006;3/04/2021;1;760361;463126
104;PUNTO DE VENTA CALLE 134;XA0817:00051:;FVP-00012007;3/04/2021;1;364730;221782
104;PUNTO DE VENTA CALLE 134;XC0040:00040:;FVP-00012007;3/04/2021;1;251262;163320
104;PUNTO DE VENTA CALLE 134;XA0393:00009:;FVP-00012011;3/04/2021;1;272320;165311
104;PUNTO DE VENTA CALLE 134;D00985:00069:00069;FVP-00012013;3/04/2021;1;1343194;537278
104;PUNTO DE VENTA CALLE 134;XC0105:00051:;FVP-00012013;3/04/2021;1;388270;236571
104;PUNTO DE VENTA CALLE 134;D00101:00194:00194;FVP-00012018;5/04/2021;1;371093;241210
104;PUNTO DE VENTA CALLE 134;D00914:00187:00187;FVP-00012019;5/04/2021;1;1329748;598386
104;PUNTO DE VENTA CALLE 134;D00101:00008:00008;FVP-00012020;5/04/2021;1;344510;123630
104;PUNTO DE VENTA CALLE 134;BR0032:00198:;FVP-00012021;5/04/2021;1;384058;233882
104;PUNTO DE VENTA CALLE 134;XA0693:00118:;FVP-00012021;5/04/2021;1;1102470;502790
104;PUNTO DE VENTA CALLE 134;D00538:00184:00184;FVP-00012022;5/04/2021;1;1918387;959194
104;PUNTO DE VENTA CALLE 134;D00529:00194:00194;FVP-00012023;5/04/2021;1;1382474;631194
104;PUNTO DE VENTA CALLE 134;XA0397:00118:;FVP-00012024;5/04/2021;6;1620821;983798
104;PUNTO DE VENTA CALLE 134;D00546:00188:00188;FVP-00012026;5/04/2021;1;574953;206319
104;PUNTO DE VENTA CALLE 134;D00986:00069:00069;FVP-00012027;6/04/2021;1;1141513;456605
104;PUNTO DE VENTA CALLE 134;D00546:00188:00188;FVP-00012028;6/04/2021;1;574953;206319
104;PUNTO DE VENTA CALLE 134;XA0393:00009:;FVP-00012030;6/04/2021;1;272320;165311
104;PUNTO DE VENTA CALLE 134;XA0693:00118:;FVP-00012030;6/04/2021;1;1102470;502790
104;PUNTO DE VENTA CALLE 134;XC0025:00141:;FVP-00012032;6/04/2021;1;256864;155899
104;PUNTO DE VENTA CALLE 134;D00546:00188:00188;FVP-00012034;6/04/2021;2;1149906;412638
104;PUNTO DE VENTA CALLE 134;XC0127::;FVP-00012034;6/04/2021;1;1620362;987496
104;PUNTO DE VENTA CALLE 134;D00530:00194:00194;FVP-00012035;7/04/2021;1;1477647;664942
104;PUNTO DE VENTA CALLE 134;BR0027:00001:;FVP-00012038;7/04/2021;1;204190;124302
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00012038;7/04/2021;1;1838877;839597
104;PUNTO DE VENTA CALLE 134;XA0713:00028:;FVP-00012039;7/04/2021;1;207376;155532
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00012041;8/04/2021;1;1838877;839597
104;PUNTO DE VENTA CALLE 134;D00904:00125:00125;FVP-00012045;8/04/2021;1;660732;402622
104;PUNTO DE VENTA CALLE 134;D00935:00133:00133;FVP-00012048;9/04/2021;1;661062;301782
104;PUNTO DE VENTA CALLE 134;BR0029:00197:;FVP-00012049;9/04/2021;1;196280;108840
104;PUNTO DE VENTA CALLE 134;XC0154::;FVP-00012049;9/04/2021;1;239325;133042
104;PUNTO DE VENTA CALLE 134;BR0026:00001:;FVP-00012050;9/04/2021;1;249578;151866
104;PUNTO DE VENTA CALLE 134;XA0679-1:00109:;FVP-00012051;9/04/2021;1;872605;349042
104;PUNTO DE VENTA CALLE 134;D00538:00141:00141;FVP-00012054;13/04/2021;1;1750541;799261
104;PUNTO DE VENTA CALLE 134;D00538:00188:00188;FVP-00012055;13/04/2021;2;3677754;1679194
104;PUNTO DE VENTA CALLE 134;XC0051::;FVP-00012058;14/04/2021;1;710080;508168
104;PUNTO DE VENTA CALLE 134;D00040:00125:00125;FVP-00012059;14/04/2021;1;1286668;586823
104;PUNTO DE VENTA CALLE 134;XC0111::;FVP-00012059;14/04/2021;1;395075;240605
104;PUNTO DE VENTA CALLE 134;D00547:00197:00197;FVP-00012063;16/04/2021;1;1102063;670925
104;PUNTO DE VENTA CALLE 134;D00548:00197:00197;FVP-00012063;16/04/2021;1;1212251;738756
104;PUNTO DE VENTA CALLE 134;XA0397:00118:;FVP-00012063;16/04/2021;4;1080547;655866
104;PUNTO DE VENTA CALLE 134;XC0154::;FVP-00012063;16/04/2021;1;237154;144470
104;PUNTO DE VENTA CALLE 134;D00040:00125:00125;FVP-00012064;16/04/2021;1;1286668;586823
104;PUNTO DE VENTA CALLE 134;D00050:00184:00184;FVP-00012064;16/04/2021;1;1322079;603630
104;PUNTO DE VENTA CALLE 134;XC0154::;FVP-00012065;19/04/2021;1;239325;133042
104;PUNTO DE VENTA CALLE 134;XA0817:00051:;FVP-00012069;19/04/2021;1;341906;188048
104;PUNTO DE VENTA CALLE 134;XZ0247:00005:;FVP-00012070;20/04/2021;2;350130;212302
104;PUNTO DE VENTA CALLE 134;XZ0247:00005:;FVP-00012070;20/04/2021;4;700259;424605
104;PUNTO DE VENTA CALLE 134;XZ0567:00005:;FVP-00012070;20/04/2021;1;679066;243294
104;PUNTO DE VENTA CALLE 134;XC0155::;FVP-00012073;20/04/2021;1;278314;154554
104;PUNTO DE VENTA CALLE 134;XA0645:00009:;FVP-00012075;20/04/2021;1;929800;650860
104;PUNTO DE VENTA CALLE 134;XC0119:00011:;FVP-00012076;21/04/2021;1;1305887;795899
104;PUNTO DE VENTA CALLE 134;XA0670:00040:;FVP-00012077;21/04/2021;1;1519177;1087664
104;PUNTO DE VENTA CALLE 134;XA0393:00009:;FVP-00012078;21/04/2021;2;544639;330622
104;PUNTO DE VENTA CALLE 134;D05307:00075:00075;FVP-00012084;22/04/2021;1;3897816;1948908
104;PUNTO DE VENTA CALLE 134;XZ0737:00001:;FVP-00012084;22/04/2021;1;1359198;828168
104;PUNTO DE VENTA CALLE 134;XZ0993:00100:;FVP-00012084;22/04/2021;1;593462;300437
104;PUNTO DE VENTA CALLE 134;XC0098:00029:;FVP-00012085;23/04/2021;1;1030441;470521
104;PUNTO DE VENTA CALLE 134;XA0670-1:00009:;FVP-00012086;26/04/2021;1;1519177;1087664
104;PUNTO DE VENTA CALLE 134;XC0155::;FVP-00012087;26/04/2021;1;278314;154554
104;PUNTO DE VENTA CALLE 134;XC0113::;FVP-00012088;26/04/2021;1;244361;148504
104;PUNTO DE VENTA CALLE 134;XZ0564:00005:;FVP-00012089;26/04/2021;6;1384542;842622
104;PUNTO DE VENTA CALLE 134;XZ0567:00005:;FVP-00012089;26/04/2021;1;679066;243294
104;PUNTO DE VENTA CALLE 134;D00008:00197:00197;FVP-00012090;26/04/2021;1;377081;229177
104;PUNTO DE VENTA CALLE 134;D00077:00197:00197;FVP-00012090;26/04/2021;1;484985;295058
104;PUNTO DE VENTA CALLE 134;D00546:00188:00188;FVP-00012091;26/04/2021;1;574953;206319
104;PUNTO DE VENTA CALLE 134;XC0158::;FVP-00012092;26/04/2021;1;373942;208336
104;PUNTO DE VENTA CALLE 134;XA0394:00108:;FVP-00012094;28/04/2021;2;544639;330622
104;PUNTO DE VENTA CALLE 134;XC0098:00029:;FVP-00012096;30/04/2021;1;1030441;470521
104;PUNTO DE VENTA CALLE 134;D00050:00185:00185;FVP-00012097;30/04/2021;1;1487557;647533
104;PUNTO DE VENTA CALLE 134;D00051:00185:00185;FVP-00012097;30/04/2021;1;1600186;690374
104;PUNTO DE VENTA CALLE 134;XC0113::;FVP-00012097;30/04/2021;1;243596;141079
104;PUNTO DE VENTA CALLE 134;XC0119:00011:;FVP-00012097;30/04/2021;1;1301816;756104
104;PUNTO DE VENTA CALLE 134;D00533:00132:00132;FVP-00012098;30/04/2021;1;1467477;894050
104;PUNTO DE VENTA CALLE 134;D00904:00125:00125;FVP-00012098;30/04/2021;1;660732;402622
104;PUNTO DE VENTA CALLE 134;D00904:00133:00133;FVP-00012098;30/04/2021;1;660732;402622
104;PUNTO DE VENTA CALLE 134;D00538:00141:00141;FVP-00012099;30/04/2021;1;1750541;799261
104;PUNTO DE VENTA CALLE 134;XA0161:00005:;FVP-00012101;30/04/2021;6;638720;332463
104;PUNTO DE VENTA CALLE 134;XZ0567:00005:;FVP-00012101;30/04/2021;1;679066;243294
100;PUNTO DE VENTA AV 68;XA0408:00190:;FVP-00017951;2/01/2019;1;236846;236846
100;PUNTO DE VENTA AV 68;XA0408:00190:;FVP-00017953;2/01/2019;1;236846;236846
100;PUNTO DE VENTA AV 68;XA0408:00190:;FVP-00017954;2/01/2019;1;236846;236846
100;PUNTO DE VENTA AV 68;XA0346:00009:;FVP-00017955;2/01/2019;1;1735478;520643
100;PUNTO DE VENTA AV 68;XY0846:00004:;FVP-00017959;2/01/2019;1;526924;184423
100;PUNTO DE VENTA AV 68;XA0242:00001:;FVP-00017962;2/01/2019;1;668054;233818
100;PUNTO DE VENTA AV 68;XA0242:00001:;FVP-00017963;3/01/2019;1;668054;233818
100;PUNTO DE VENTA AV 68;XY0687:00029:;FVP-00017964;3/01/2019;1;310625;108718
100;PUNTO DE VENTA AV 68;XA0056:00024:;FVP-00017966;3/01/2019;1;275058;275058
100;PUNTO DE VENTA AV 68;XZ0817:00005:;FVP-00017971;4/01/2019;4;1223062;244612
100;PUNTO DE VENTA AV 68;XA0161:00005:;FVP-00017972;4/01/2019;4;368196;147278
100;PUNTO DE VENTA AV 68;XR0758:00011:;FVP-00017979;5/01/2019;1;180968;63338
100;PUNTO DE VENTA AV 68;XY0957:00005:;FVP-00017979;5/01/2019;1;164062;106640
100;PUNTO DE VENTA AV 68;XY0321:00001:;FVP-00017981;6/01/2019;2;534346;106869
100;PUNTO DE VENTA AV 68;XR0845:00020:;FVP-00017983;6/01/2019;4;652574;130515
100;PUNTO DE VENTA AV 68;XZ0716:00005:;FVP-00017983;6/01/2019;1;671827;167957
100;PUNTO DE VENTA AV 68;XA0645:00009:;FVP-00017988;7/01/2019;1;929799;557879
100;PUNTO DE VENTA AV 68;XR0280:00005:;FVP-00017989;7/01/2019;1;49707;24854
100;PUNTO DE VENTA AV 68;XZ0839:00005:;FVP-00017989;7/01/2019;1;154134;30827
100;PUNTO DE VENTA AV 68;XA0645:00009:;FVP-00017991;8/01/2019;1;929800;604370
100;PUNTO DE VENTA AV 68;XZ0686:00004:;FVP-00017992;8/01/2019;2;770634;192658
100;PUNTO DE VENTA AV 68;XA0516:00005:;FVP-00017993;8/01/2019;1;144786;66555
100;PUNTO DE VENTA AV 68;XA0664:00185:;FVP-00017993;8/01/2019;1;722948;469916
100;PUNTO DE VENTA AV 68;XA0051:00029:;FVP-00017994;8/01/2019;1;362542;362542
100;PUNTO DE VENTA AV 68;XA0664:00185:;FVP-00017996;8/01/2019;1;722948;469916
100;PUNTO DE VENTA AV 68;XY0374:00002:;FVP-00017997;8/01/2019;1;375971;75194
100;PUNTO DE VENTA AV 68;XZ0526:00005:;FVP-00017998;8/01/2019;1;774661;309864
100;PUNTO DE VENTA AV 68;XA0405:00005:;FVP-00017999;8/01/2019;1;826373;537142
100;PUNTO DE VENTA AV 68;XA0645:00009:;FVP-00018000;8/01/2019;1;929800;604370
100;PUNTO DE VENTA AV 68;XY0374:00002:;FVP-00018001;8/01/2019;1;375971;75194
